App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
AJ Concept Group App,HOUSE_AND_HOME,NaN,0,17,10,Free,0,Everyone,House & Home,25-Jul-17,4.0.3 and up
211:CK Lite,GAME,4.3,3,39,10,Free,0,Mature 17+,Action,22-Sep-17,4.1 and up
CJ the REALTOR,BUSINESS,5,1,4.2,10,Free,0,Everyone,Business,31-May-17,4.0.3 and up
CK Call NEW,COMMUNICATION,NaN,0,4.2,10,Free,0,Everyone,Communication,26-Apr-17,2.2 and up
Story Time FD,FAMILY,5,2,4.2,10,Free,0,Everyone 10+,Simulation,25-Mar-16,1.6 and up
NCLEX Multi-topic Nursing Exam Review-Quiz & notes,MEDICAL,5,1,4.2,10,Free,0,Everyone,Medical,24-Jul-18,4.0.3 and up
DN Blog,SOCIAL,5,20,4.2,10,Free,0,Teen,Social,23-Jul-18,4.0 and up
EO RAIPUR,SOCIAL,NaN,1,4.2,10,Free,0,Teen,Social,21-Jun-17,4.0.3 and up
Chess of Blades (BL/Yaoi Game) (No VA),FAMILY,4.8,4,23,10,Paid,$14.99 ,Teen,Casual,24-Jan-18,2.3.3 and up
Barbers.BH,LIFESTYLE,5,2,6,10,Free,0,Everyone,Lifestyle,24-May-18,4.0.3 and up
Trovami se ci riesci,GAME,5,11,6.1,10,Free,0,Everyone,Arcade,11-Mar-17,2.3 and up
BH Online,FINANCE,NaN,0,4.6,10,Free,0,Everyone,Finance,4-Jul-18,5.0 and up
EC Mover,GAME,5,5,4.6,10,Free,0,Everyone,Racing,1-Aug-18,4.0.3 and up
FG Autumn Photo Puzzle,FAMILY,NaN,0,4.6,10,Free,0,Everyone,Puzzle,23-Aug-17,4.0 and up
Drug Calculator,MEDICAL,NaN,0,4.6,10,Free,0,Everyone,Medical,27-Jul-18,4.4 and up
House party - live chat,DATING,1,1,9.2,10,Free,0,Mature 17+,Dating,31-Jul-18,4.0.3 and up
B R COACHINGS,FAMILY,NaN,1,9.2,10,Free,0,Everyone,Education,12-Jul-18,4.4 and up
Pistolet FN 1906 expliqué,BOOKS_AND_REFERENCE,NaN,0,5.2,10,Paid,$5.49 ,Everyone,Books & Reference,17-Aug-14,1.6 and up
C J Academy,FAMILY,NaN,0,5.2,10,Free,0,Everyone,Education,2-Apr-18,4.4 and up
Cargo de Praça PM DF,PRODUCTIVITY,NaN,0,5.2,10,Paid,$2.99 ,Everyone,Productivity,7-May-18,4.0 and up
CZ-27 pistol explained,BOOKS_AND_REFERENCE,NaN,1,11,10,Paid,$5.99 ,Everyone,Books & Reference,2-Sep-15,1.6 and up
BL Carrier,BUSINESS,NaN,0,11,10,Free,0,Everyone,Business,27-Jul-18,4.0.3 and up
Create My App,BUSINESS,NaN,0,11,10,Free,0,Everyone,Business,24-Apr-18,4.1 and up
The DG Buddy,BUSINESS,3.7,3,11,10,Paid,$2.49 ,Everyone,Business,30-Jun-14,2.2 and up
EO Events,BUSINESS,NaN,0,11,10,Free,0,Teen,Business,21-Jun-18,4.1 and up
DM - The Offical Messaging App,COMMUNICATION,NaN,0,11,10,Free,0,Teen,Communication,20-Dec-17,4.0.3 and up
EO Mumbai,COMMUNICATION,NaN,0,11,10,Free,0,Everyone,Communication,21-Feb-18,4.1 and up
AY Oakmont,HEALTH_AND_FITNESS,NaN,0,11,10,Free,0,Everyone,Health & Fitness,9-Jul-18,4.1 and up
DM Adventure,GAME,NaN,0,11,10,Free,0,Everyone,Adventure,18-Jun-18,2.3 and up
EP Music,FAMILY,NaN,0,11,10,Free,0,Everyone,Entertainment,26-Jul-17,4.1 and up
Curso Básico y Avanzado la Fe de Jesús Audio-Texto,FAMILY,NaN,0,11,10,Free,0,Everyone 10+,Education,12-Jul-18,4.0 and up
Wallpapers AK 74M,PERSONALIZATION,NaN,0,11,10,Free,0,Teen,Personalization,13-Apr-18,4.1 and up
Wallpapers AK 12,PERSONALIZATION,NaN,0,11,10,Free,0,Teen,Personalization,12-Apr-18,4.1 and up
The FP Shield,NEWS_AND_MAGAZINES,NaN,0,11,10,Free,0,Everyone,News & Magazines,1-Feb-18,4.4 and up
CJ Apps,BUSINESS,NaN,0,24,10,Free,0,Everyone,Business,10-Apr-18,4.1 and up
EY Belgium Inhouse Day 2018,EVENTS,NaN,0,24,10,Free,0,Everyone,Events,14-May-18,4.1 and up
Monster Ride Pro,GAME,5,1,24,10,Free,0,Everyone,Racing,5-Mar-18,2.3 and up
Bu Hangi Uygulama ?,FAMILY,NaN,1,24,10,Free,0,Everyone,Puzzle,6-Mar-18,4.0.3 and up
DT Health,MEDICAL,NaN,1,24,10,Free,0,Everyone,Medical,20-Nov-17,4.3 and up
BW Ultra,PRODUCTIVITY,NaN,0,24,10,Free,0,Everyone,Productivity,3-Jul-18,4.0 and up
FAST EO,EVENTS,5,1,6.3,10,Free,0,Everyone,Events,15-May-18,4.1 and up
Sommelier.BG,FOOD_AND_DRINK,NaN,0,14.5,10,Free,0,Teen,Food & Drink,18-Jul-18,Varies with device
"Ew, the small alien",GAME,NaN,5,36,10,Free,0,Everyone,Adventure,21-Jan-17,2.3 and up
Axe Spinner,FAMILY,3,2,19,10,Free,0,Everyone,Casual,4-Jan-18,4.1 and up
Ultimate DM,FAMILY,NaN,0,19,10,Free,0,Everyone,Role Playing,10-Mar-18,Varies with device
OMD Protocols,MEDICAL,NaN,0,11,10,Free,0,Everyone,Medical,27-Jul-18,Varies with device
F-1 watchface by Delta,PERSONALIZATION,NaN,0,6.15,10,Paid,$2.49 ,Everyone,Personalization,23-Aug-17,Varies with device
APagri CD,PRODUCTIVITY,NaN,5,4,10,Free,0,Everyone,Productivity,26-May-18,Varies with device
My CG,PRODUCTIVITY,NaN,0,4,10,Free,0,Teen,Productivity,2-Aug-18,Varies with device
BZ Langenthaler Tagblatt E-Paper,NEWS_AND_MAGAZINES,NaN,0,6.3,10,Free,0,Everyone,News & Magazines,30-Jul-18,4.1 and up
BG Middle East,AUTO_AND_VEHICLES,NaN,1,9.4,10,Free,0,Everyone,Auto & Vehicles,20-Dec-17,4.0 and up
Cy's Elma Pharmacy,HEALTH_AND_FITNESS,NaN,0,9.4,10,Free,0,Everyone 10+,Health & Fitness,28-Jun-18,4.0.3 and up
Santa Fe Espresso & News,FOOD_AND_DRINK,NaN,0,15,10,Free,0,Everyone,Food & Drink,12-Oct-17,4.4 and up
Ag Across America,FAMILY,NaN,0,15,10,Free,0,Everyone,Educational;Education,15-May-18,4.1 and up
DHV accountancy BV,BUSINESS,NaN,0,10,10,Free,0,Everyone,Business,21-Apr-16,4.0 and up
Lean EQ,BUSINESS,NaN,6,10,10,Paid,$89.99 ,Everyone,Business,14-Feb-17,4.1 and up
Bodyworks DW,HEALTH_AND_FITNESS,NaN,0,10,10,Free,0,Everyone,Health & Fitness,9-Jul-18,4.1 and up
CI Staff App,LIFESTYLE,NaN,0,10,10,Free,0,Everyone,Lifestyle,4-Oct-17,4.1 and up
Smartshading AI,MEDICAL,NaN,0,10,10,Free,0,Everyone,Medical,21-Jun-18,4.1 and up
Reisedealz.eu,SOCIAL,NaN,0,10,10,Free,0,Everyone,Social,24-Sep-15,4.0 and up
BH Bikes GPS Locator,SPORTS,NaN,0,10,10,Free,0,Everyone,Sports,19-Jul-18,5.0 and up
BAMMS for BM SQ,PRODUCTIVITY,4,2,10,10,Free,0,Everyone,Productivity,24-Jul-18,4.1 and up
Técnico Legislativo Câmara Legislativa DF,PRODUCTIVITY,NaN,1,10,10,Paid,$2.99 ,Everyone,Productivity,29-Jun-18,4.0.3 and up
BV Taxi - Driver,MAPS_AND_NAVIGATION,NaN,1,10,10,Free,0,Everyone,Maps & Navigation,17-Jan-18,4.1 and up
AY EMLAK,BUSINESS,NaN,8,1.2,10,Free,0,Teen,Business,11-Jul-18,4.0.3 and up
Supply Travis-CI POC,LIBRARIES_AND_DEMO,NaN,0,1.2,10,Free,0,Everyone,Libraries & Demo,20-Jul-16,4.0.3 and up
AC DC Power Monitor,LIFESTYLE,5,1,1.2,10,Paid,$3.04 ,Everyone,Lifestyle,29-May-16,2.3 and up
AW Connect,FAMILY,NaN,0,26,10,Free,0,Everyone,Education,26-Jun-18,4.0.3 and up
RIV-BM FPV,FAMILY,NaN,0,26,10,Free,0,Everyone,Entertainment,12-Aug-17,2.2 and up
EY Football,SPORTS,NaN,0,26,10,Free,0,Everyone,Sports,14-Aug-17,4.1 and up
FK Sūduva Marijampolė,SPORTS,NaN,2,26,10,Free,0,Everyone,Sports,21-Feb-18,4.1 and up
FK Oleksandria,SPORTS,NaN,0,26,10,Free,0,Everyone,Sports,14-Feb-18,4.1 and up
FK Sloboda Tuzla,SPORTS,NaN,0,26,10,Free,0,Everyone,Sports,20-Feb-18,4.1 and up
FK Vardar,SPORTS,NaN,2,26,10,Free,0,Everyone,Sports,20-Feb-18,4.1 and up
FK Dukla Prague,SPORTS,NaN,0,26,10,Free,0,Everyone,Sports,28-Feb-18,4.1 and up
FK Rad,SPORTS,NaN,1,26,10,Free,0,Everyone,Sports,19-Feb-18,4.1 and up
FK Vozdovac,SPORTS,NaN,1,26,10,Free,0,Everyone,Sports,19-Feb-18,4.1 and up
FK Mladá Boleslav,SPORTS,NaN,0,26,10,Free,0,Everyone,Sports,18-Mar-18,4.1 and up
FK Macva Sabac,SPORTS,NaN,3,26,10,Free,0,Everyone,Sports,19-Feb-18,4.1 and up
FK Čukarički,SPORTS,NaN,0,26,10,Free,0,Everyone,Sports,19-Feb-18,4.1 and up
FK Viktoria Žižkov,SPORTS,NaN,0,26,10,Free,0,Everyone,Sports,27-Feb-18,4.1 and up
FK Zemun,SPORTS,NaN,3,26,10,Free,0,Everyone,Sports,19-Feb-18,4.1 and up
FK Spartak Subotica,SPORTS,NaN,0,26,10,Free,0,Everyone,Sports,19-Feb-18,4.1 and up
BV Taxi Sudan,MAPS_AND_NAVIGATION,3.5,8,26,10,Free,0,Everyone,Maps & Navigation,17-Jan-18,4.1 and up
FE Mobile,BUSINESS,3,2,8,10,Free,0,Everyone,Business,10-Jul-18,4.1 and up
DT CLOTHINGS,SHOPPING,5,1,7.9,10,Free,0,Everyone,Shopping,25-Jul-18,4.1 and up
Patchcord.ca Inc. App Launcher,BUSINESS,NaN,0,3.7,10,Free,0,Everyone,Business,23-Dec-16,4.0 and up
30WPM Amateur ham radio Koch CW Morse code trainer,FAMILY,5,1,3.7,10,Paid,$1.49 ,Everyone,Education,18-May-18,2.1 and up
BM speed test,TOOLS,5,1,3.7,10,Free,0,Everyone,Tools,13-Jul-18,4.4 and up
25WPM Amateur ham radio Koch CW Morse code trainer,TOOLS,NaN,0,3.7,10,Paid,$1.49 ,Everyone,Tools,18-May-18,2.1 and up
PROFESSOR SEE-BA LINGUAGENS E SUAS TECNOLOGIAS,PRODUCTIVITY,NaN,0,3.7,10,Paid,$2.99 ,Everyone,Productivity,1-Dec-17,4.0 and up
ei,COMMUNICATION,NaN,2,4.5,10,Free,0,Teen,Communication,16-Jul-18,4.4 and up
EVENTOS DF,EVENTS,NaN,0,4.5,10,Free,0,Everyone,Events,1-Dec-17,4.1 and up
Tenh Ey,SHOPPING,NaN,0,4.5,10,Free,0,Everyone,Shopping,31-Mar-17,4.4 and up
EW Manager,BUSINESS,NaN,0,4.4,10,Free,0,Everyone,Business,20-Feb-18,4.1 and up
Soul Mate,DATING,NaN,0,4.4,10,Free,0,Mature 17+,Dating,19-Jul-18,4.0.3 and up
FK CLASSIC FOR YOU,BUSINESS,5,1,3.5,10,Free,0,Everyone,Business,20-Feb-18,4.0 and up
CZ Kompas,TOOLS,5,2,3.5,10,Free,0,Everyone,Tools,9-Jul-18,4.0 and up
Reksio cz. 1,BOOKS_AND_REFERENCE,NaN,0,8.6,10,Paid,$0.99 ,Everyone,Books & Reference,30-Mar-15,4.0.3 and up
BA 3 Banjarmasin,SOCIAL,NaN,2,5.9,10,Free,0,Teen,Social,28-Jul-18,4.4 and up
When Will You Get Married,DATING,NaN,2,3.6,10,Free,0,Everyone,Dating,14-Jul-18,4.0.3 and up
Clinical Pharmacology,MEDICAL,NaN,0,3.6,10,Free,0,Everyone,Medical,1-Aug-18,4.1 and up
bacterial vaginosis,MEDICAL,NaN,0,3.6,10,Free,0,Teen,Medical,26-Mar-18,4.0 and up
Pacify Exceed (Android P) - Theme for Xperia™,PERSONALIZATION,NaN,5,1.9,10,Paid,$1.49 ,Everyone,Personalization,2-Jul-18,6.0 and up
FN model 1900 pistol explained,BOOKS_AND_REFERENCE,NaN,0,8.2,10,Paid,$6.49 ,Everyone,Books & Reference,5-Sep-15,1.6 and up
AJ Rafael Music Lessons,FAMILY,5,1,8.2,10,Free,0,Everyone,Entertainment,29-Nov-17,4.1 and up
AJ AUTO,AUTO_AND_VEHICLES,NaN,0,7.7,10,Free,0,Everyone,Auto & Vehicles,27-Feb-17,4.0.3 and up
EI!,PRODUCTIVITY,NaN,0,7.7,10,Free,0,Everyone,Productivity,19-Jul-18,4.1 and up
BL-ED: From BLUE to RED,GAME,NaN,3,2.9,10,Free,0,Everyone,Arcade,24-Apr-16,4.4W and up
FE EN ACCIÓN RADIO,FAMILY,NaN,1,2.9,10,Free,0,Everyone,Entertainment,5-Jul-18,5.0 and up
BT Position Sender - Bluetooth Position Sender,TOOLS,NaN,0,2.9,10,Free,0,Everyone,Tools,3-Jul-18,4.4 and up
Consultar Infracciones de Transito DF y Mexico,TOOLS,NaN,0,2.9,10,Free,0,Everyone,Tools,23-Jul-18,4.0 and up
Ay Yıldız - Xperia Live Theme,PERSONALIZATION,NaN,0,2.9,10,Paid,$0.99 ,Everyone,Personalization,26-Dec-17,4.4 and up
MinT BI,PRODUCTIVITY,NaN,0,2.9,10,Free,0,Everyone,Productivity,13-Jan-18,4.2 and up
AJ Gray Dark Icon Pack,PERSONALIZATION,5,2,35,10,Paid,$0.99 ,Everyone,Personalization,29-Apr-18,4.1 and up
Z PIVOT,COMMUNICATION,NaN,0,5.7,10,Paid,$19.99 ,Everyone,Communication,11-Jul-18,4.2 and up
Ek IRA,COMMUNICATION,NaN,0,5.7,10,Free,0,Everyone,Communication,27-Jul-18,4.1 and up
be'ah,HEALTH_AND_FITNESS,NaN,5,5.7,10,Free,0,Everyone,Health & Fitness,28-Mar-18,2.3 and up
DK Browser,COMMUNICATION,4,1,2.4,10,Free,0,Everyone,Communication,25-Apr-17,4.2 and up
All Star Of CW,FAMILY,NaN,0,2.4,10,Free,0,Everyone,Role Playing,6-Feb-18,4.0.3 and up
Otto DM,SOCIAL,NaN,0,2.4,10,Free,0,Teen,Social,7-Mar-18,4.0 and up
GITZ.bz,SHOPPING,4,4,2.4,10,Free,0,Everyone,Shopping,4-Aug-17,4.1 and up
Summit Medical Video Visits,MEDICAL,NaN,0,27,10,Free,0,Everyone,Medical,12-Jul-18,4.1 and up
FK Fotbal Třinec,SPORTS,NaN,0,27,10,Free,0,Everyone,Sports,18-Mar-18,4.1 and up
DF Glue Board,PARENTING,5,1,27,10,Free,0,Everyone,Parenting,19-Jan-18,4.2 and up
DM Magazine,NEWS_AND_MAGAZINES,NaN,0,27,10,Free,0,Everyone,News & Magazines,11-May-18,4.1 and up
AJ렌터카 법인 카셰어링,MAPS_AND_NAVIGATION,NaN,0,27,10,Free,0,Everyone,Maps & Navigation,30-Jul-18,4.3 and up
DK Hair Design,LIFESTYLE,NaN,0,2.5,10,Free,0,Everyone,Lifestyle,15-May-17,4.0 and up
Compas BP Store,SHOPPING,NaN,0,2.5,10,Free,0,Everyone,Shopping,21-Dec-17,4.4 and up
LC-DB,PHOTOGRAPHY,3,1,2.5,10,Paid,$3.49 ,Everyone,Photography,20-Oct-17,4.2 and up
DW Uninstall Applications,TOOLS,NaN,0,2.5,10,Free,0,Everyone,Tools,5-Feb-17,2.3 and up
CJ Infinity,FOOD_AND_DRINK,NaN,0,16,10,Free,0,Everyone,Food & Drink,5-Jan-18,4.1 and up
Speech Therapy: F,FAMILY,1,1,16,10,Paid,$2.99 ,Everyone,Education,7-Oct-16,2.3.3 and up
CP-Care Mobile,FAMILY,NaN,1,16,10,Free,0,Everyone,Education,20-Jun-18,4.0 and up
EXOGEN Connects (US),MEDICAL,NaN,0,16,10,Free,0,Everyone,Medical,1-Aug-18,4.1 and up
Wallpapers DAF CF 85 Trucks,PERSONALIZATION,NaN,0,16,10,Free,0,Teen,Personalization,29-Apr-17,4.1 and up
BJ TIKET,BUSINESS,NaN,3,3.4,10,Free,0,Everyone,Business,9-Feb-18,4.0.3 and up
FREE CHATS C.L.,COMMUNICATION,NaN,4,3.4,10,Paid,$0.99 ,Mature 17+,Communication,12-Feb-18,4.0.3 and up
FL Bankers,EVENTS,NaN,0,3.4,10,Free,0,Everyone,Events,5-Jun-18,4.2 and up
R Programming Language (Paperset 2) MCQ Quiz,FAMILY,NaN,0,3.4,10,Free,0,Everyone,Education,19-Mar-18,4.0.3 and up
R Programming Language (Paperset 1) MCQ Quiz,FAMILY,NaN,1,3.4,10,Free,0,Everyone,Education,19-Mar-18,4.0.3 and up
CL 2ne1 Wallpaper KPOP HD Best,PERSONALIZATION,NaN,3,3.4,10,Free,0,Everyone,Personalization,9-Jul-18,4.0 and up
CL 2ne1 Wallpaper KPOP UHD Fans,PERSONALIZATION,NaN,1,3.4,10,Free,0,Everyone,Personalization,15-Jul-18,4.0 and up
FQ India,LIFESTYLE,NaN,0,8.9,10,Free,0,Everyone,Lifestyle,31-Jul-18,4.1 and up
CP Smart Check List,PERSONALIZATION,NaN,1,3.9,10,Free,0,Everyone,Personalization,14-Aug-17,4.1 and up
"Clearwater, FL - weather and more",WEATHER,NaN,0,3.9,10,Free,0,Everyone,Weather,12-Apr-18,5.0 and up
"St. Petersburg, FL - weather and more",WEATHER,NaN,0,3.9,10,Free,0,Everyone,Weather,13-Apr-18,5.0 and up
Capitalnews.com.cy,NEWS_AND_MAGAZINES,NaN,0,3.9,10,Free,0,Everyone,News & Magazines,23-Mar-17,4.1 and up
211:CK,GAME,5,8,38,10,Paid,$0.99 ,Teen,Arcade,11-Apr-18,4.1 and up
BD Simplist Through Their Eyes,FAMILY,NaN,1,38,10,Free,0,Everyone,Simulation,4-Dec-15,4.1 and up
CX-42,FAMILY,NaN,0,32,10,Free,0,Everyone,Casual,2-Jan-18,4.2 and up
AJ Turquoise Dark Icon Pack,PERSONALIZATION,NaN,0,32,10,Paid,$0.99 ,Everyone,Personalization,1-May-18,4.1 and up
On a Bu Pour Vous OBPV,LIFESTYLE,NaN,0,5.4,10,Free,0,Teen,Lifestyle,6-Feb-18,4.1 and up
i am EB,PHOTOGRAPHY,5,1,5.4,10,Free,0,Teen,Photography,1-Feb-17,4.1 and up
CJ IT ApS,BUSINESS,NaN,0,18,10,Free,0,Everyone,Business,2-Jul-15,4.0 and up
EO LAC,LIFESTYLE,NaN,0,18,10,Free,0,Everyone,Lifestyle,17-Jan-17,4.1 and up
EG Groups,EVENTS,NaN,0,1.1,10,Free,0,Everyone,Events,15-Oct-17,4.0 and up
DG OFF - 100% Free Coupons & Deals,SHOPPING,5,1,1.1,10,Free,0,Everyone,Shopping,11-Jul-18,4.0 and up
Car Driving Theory Test BC,FAMILY,NaN,0,2.2,10,Paid,$1.49 ,Everyone,Education,9-Apr-12,2.1 and up
COPD GOLD 2017,MEDICAL,NaN,5,2.2,10,Free,0,Everyone,Medical,13-Jul-18,4.0 and up
OrthoFlow,MEDICAL,NaN,0,66,10,Paid,$5.99 ,Everyone,Medical,15-Jul-18,4.2 and up
Dashboard AE,AUTO_AND_VEHICLES,NaN,0,13,10,Free,0,Everyone,Auto & Vehicles,16-May-18,6.0 and up
J Alvarej Moji,COMMUNICATION,NaN,2,13,10,Paid,$1.99 ,Everyone,Communication,3-May-17,3.2 and up
Latin Dating,DATING,NaN,0,13,10,Free,0,Mature 17+,Dating,9-Jul-18,4.1 and up
Creative CD Letter Holder,LIFESTYLE,NaN,0,13,10,Free,0,Everyone,Lifestyle,15-Nov-17,4.0 and up
Best Design CD Ideas,LIFESTYLE,NaN,0,13,10,Free,0,Everyone,Lifestyle,18-Apr-18,4.0.3 and up
BW Switch,GAME,NaN,1,13,10,Free,0,Everyone,Arcade,16-Apr-18,4.1 and up
Tic Tac CK,FAMILY,5,3,13,10,Free,0,Everyone,Puzzle,3-Jul-18,4.0.3 and up
EB Demo for Android,FAMILY,NaN,0,13,10,Free,0,Teen,Entertainment,17-May-17,4.1 and up
EI App 1,FAMILY,NaN,0,13,10,Free,0,Everyone,Education,23-Nov-17,4.1 and up
EI App 2,FAMILY,NaN,0,13,10,Free,0,Everyone,Education,23-Nov-17,4.1 and up
Jaylex,MEDICAL,NaN,0,13,10,Free,0,Everyone,Medical,30-Jul-18,4.2 and up
FK Senica,SPORTS,NaN,0,13,10,Free,0,Everyone,Sports,24-Aug-17,4.1 and up
Wallpapers FN Five seven,PERSONALIZATION,NaN,0,13,10,Free,0,Teen,Personalization,18-Apr-18,4.1 and up
F Length Sim (no Ads),PHOTOGRAPHY,NaN,0,1.7,10,Paid,$2.00 ,Everyone,Photography,29-Apr-18,4.0.3 and up
Skull Widget BW,PERSONALIZATION,4.5,4,1.7,10,Free,0,Everyone,Personalization,28-Feb-18,4.4 and up
BW t&t,PRODUCTIVITY,NaN,2,1.7,10,Free,0,Everyone,Productivity,15-Dec-16,4.1 and up
DL Image Manager,PRODUCTIVITY,5,2,1.7,10,Paid,$0.99 ,Everyone,Productivity,29-Jul-18,4.0 and up
Familial Hypercholesterolaemia,MEDICAL,NaN,0,34,10,Free,0,Everyone,Medical,5-Jul-18,4.1 and up
FG Radio - Radios de France,FAMILY,NaN,0,6.5,10,Free,0,Everyone,Entertainment,10-Jun-18,4.2 and up
EW Neuron Scan,TOOLS,NaN,1,6.5,10,Free,0,Everyone,Tools,31-Jan-18,5.0 and up
AX Timesheets App for Dynamics,BUSINESS,NaN,0,9,10,Free,0,Everyone,Business,15-Feb-18,4.4 and up
EB Remote Deposit,BUSINESS,NaN,0,9,10,Free,0,Everyone,Business,10-May-18,4.1 and up
25 Mins Ako ay may lobo Etc Pinoy Kid Song Offline,FAMILY,NaN,0,42,10,Free,0,Mature 17+,Entertainment,29-Jul-18,2.3 and up
eP Finder,AUTO_AND_VEHICLES,NaN,0,6.3,10,Free,0,Everyone,Auto & Vehicles,21-Jun-18,4.4 and up
23rd QM BDE EO,BUSINESS,NaN,0,6.3,10,Free,0,Everyone,Business,27-Sep-17,4.1 and up
EC SPORTS,SPORTS,5,1,6.3,10,Free,0,Everyone,Sports,26-May-15,2.3.3 and up
News :DW Bangali,NEWS_AND_MAGAZINES,NaN,1,6.3,10,Free,0,Everyone,News & Magazines,2-Jul-18,4.1 and up
HDWallpaper DK,PERSONALIZATION,NaN,0,6.6,10,Free,0,Teen,Personalization,5-Oct-17,4.0 and up
Free CW TN Videos 2018,FAMILY,NaN,0,4.8,10,Free,0,Everyone,Entertainment,28-Jul-18,3.2 and up
EO GSEA,BUSINESS,NaN,1,30,10,Free,0,Everyone,Business,4-Jan-18,4.4 and up
FG Rockstar,FAMILY,NaN,1,30,10,Free,0,Everyone,Education,2-Aug-18,4.1 and up
AJ Orange Icon Pack,PERSONALIZATION,NaN,0,30,10,Paid,$0.99 ,Everyone,Personalization,2-May-18,4.1 and up
ACCEPT CE MARKING,PRODUCTIVITY,NaN,0,30,10,Free,0,Everyone,Productivity,28-Jun-18,4.1 and up
Guide for IMS DB,BOOKS_AND_REFERENCE,NaN,0,2.6,10,Free,0,Everyone,Books & Reference,11-Jun-18,4.1 and up
All AJK Board Matric Fa Fsc Results,FAMILY,NaN,0,2.6,10,Free,0,Everyone,Education,22-Jul-18,4.0 and up
PhotoFrame for Synology DS,PHOTOGRAPHY,4,1,2.6,10,Paid,$4.99 ,Everyone,Photography,2-Feb-17,4.0 and up
EW MOTION THERAPY,HEALTH_AND_FITNESS,NaN,0,7.1,10,Free,0,Everyone,Health & Fitness,9-Jul-18,4.1 and up
Ck Coif,LIFESTYLE,NaN,0,22,10,Free,0,Everyone,Lifestyle,30-Apr-16,2.3 and up
FK (FlightKid),GAME,NaN,2,22,10,Free,0,Everyone,Action,3-Mar-16,4.0 and up
Labs on Demand,MEDICAL,5,1,22,10,Free,0,Everyone,Medical,3-Aug-18,4.2 and up
BM Interventi,PRODUCTIVITY,NaN,2,22,10,Free,0,Everyone,Productivity,4-May-18,4.3 and up
Aj. Vallbona,NEWS_AND_MAGAZINES,NaN,0,22,10,Free,0,Everyone,News & Magazines,25-Jul-18,4.4 and up
BJ - Confidential,COMMUNICATION,NaN,0,3.2,10,Free,0,Teen,Communication,23-Apr-18,4.1 and up
MPS CL,TOOLS,NaN,1,3.2,10,Free,0,Everyone,Tools,24-May-18,4.0.3 and up
AQ Guards,PRODUCTIVITY,NaN,0,3.2,10,Free,0,Everyone,Productivity,6-Jul-18,4.4 and up
AJ Reminders,MAPS_AND_NAVIGATION,NaN,0,3.2,10,Free,0,Everyone,Maps & Navigation,27-Jan-18,4.2 and up
News Dz,SOCIAL,NaN,3,9.9,10,Free,0,Everyone,Social,19-Jul-17,4.0 and up
Oklahoma Ag Co-op Council,COMMUNICATION,NaN,0,4.9,10,Free,0,Everyone,Communication,23-Jul-18,4.0.3 and up
JoJo Siwa Top Hits Music,DATING,NaN,0,4.9,10,Free,0,Teen,Dating,26-Jul-18,4.0.3 and up
Jigsaw Puzzles AK 74M,PERSONALIZATION,NaN,0,4.9,10,Free,0,Mature 17+,Personalization,7-May-18,4.0.3 and up
Chronolink DX,FAMILY,5,7,73,10,Paid,$0.99 ,Everyone,Puzzle,6-Jul-17,4.1 and up
AY Recruitment,BUSINESS,NaN,1,4,10,Free,0,Everyone,Business,22-May-18,4.4 and up
Ec Solutions Mobile,BUSINESS,NaN,0,4,10,Free,0,Everyone,Business,20-Nov-16,4.1 and up
Revita.bg,HEALTH_AND_FITNESS,4.8,10,4,10,Free,0,Everyone,Health & Fitness,13-Jun-18,4.0 and up
EC QR,PRODUCTIVITY,NaN,0,4,10,Free,0,Everyone,Productivity,24-Jul-18,4.1 and up
Cossack Dictionary (DN),BOOKS_AND_REFERENCE,NaN,7,2.3,10,Paid,$2.99 ,Teen,Books & Reference,28-Apr-18,4.0.3 and up
AQ SMS Notify,TOOLS,NaN,0,2.3,10,Free,0,Everyone,Tools,12-Apr-18,4.1 and up
In to cm,TOOLS,NaN,0,2.3,10,Free,0,Everyone,Tools,5-Apr-18,4.0.3 and up
EP Cloud,PRODUCTIVITY,NaN,9,2.3,10,Free,0,Everyone,Productivity,26-Jul-18,4.1 and up
FNH Payment Info,COMMUNICATION,NaN,0,2.1,10,Free,0,Everyone,Communication,17-Mar-18,4.0.3 and up
FN FAL rifle explained,BOOKS_AND_REFERENCE,NaN,1,7.3,10,Paid,$6.49 ,Everyone,Books & Reference,6-Sep-15,1.6 and up
Eb & flow Yoga Studio,HEALTH_AND_FITNESS,NaN,0,7.3,10,Free,0,Everyone,Health & Fitness,9-Jul-18,4.1 and up
CQ Ukraine,PRODUCTIVITY,NaN,0,9.1,10,Free,0,Everyone,Productivity,25-Jun-18,4.1 and up
EU FP7 SAM,BUSINESS,NaN,0,9.7,10,Free,0,Everyone,Business,12-Mar-15,4.0 and up
CK Active,HEALTH_AND_FITNESS,NaN,0,9.7,10,Free,0,Everyone,Health & Fitness,27-Feb-18,4.0 and up
Corporate B.S. Generator,BUSINESS,NaN,0,6.9,10,Free,0,Everyone,Business,20-Nov-17,3.0 and up
B L Enterprises,FINANCE,NaN,2,6.9,10,Free,0,Everyone,Finance,11-May-18,4.0.3 and up
Wowkwis aq Ka'qaquj,FAMILY,5,1,49,10,Free,0,Everyone,Education;Education,16-Feb-18,4.0.3 and up
